,Example Id,Prefix,Output,Training Text,Matching Token Count,Matching Output,Matching Reference,Prefix Length,model
294,294,Pure Hearts () is a 2017 Italian drama,"Pure Hearts () is a 2017 Italian drama film directed by Paolo Pazio. The film stars Paolo Pazio, Paolo Pazio, Paolo Pazio, Paolo Pazio, Paolo Pazio, Paolo Pazio, Paolo Pazio, Paolo Pazio, Paolo Pazio, Paolo Pazio, Paolo Pazio, Paolo Pazio, Paolo Pazio,","Pure Hearts () is a 2017 Italian drama film directed by Roberto De Paolis. It was screened in the Directors' Fortnight section at the 2017 Cannes Film Festival.

Cast
 Selene Caramazza as Agnese
 Simone Liberati as Stefano
 Barbora Bobulova as Marta
 Stefano Fresi as Don Luca
 Edoardo Pesce as Lele
 Antonella Attili as Angela
 Isabella Delle Monache as Beatrice

References

External links
 

Category:2017 films
Category:2010s drama films
Category:Italian films
Category:Italian drama films
Category:Italian-language films
Category:Directorial debut films",3,Pure Hearts () is a 2017 Italian drama film directed by,Pure Hearts () is a 2017 Italian drama film directed by,10,1.4b
295,295,Reverse Psychology is the third and final studio album,"Reverse Psychology is the third and final studio album of the year. The album was released on September 30, 2016.

Track listing

Personnel

Credits

References

External links

Category:2016 albums
Category:Albums produced by John B. Baird
Category:Albums produced by John B. Baird
Category:Albums produced by John B. Baird
Category:Albums produced by John B. Baird
Category:","Reverse Psychology is the third and final studio album by Bomfunk MC's, released in 2004 through Polydor Records.

Track listing

External links
CD Universe

Category:Bomfunk MC's albums
Category:2004 albums",0,Reverse Psychology is the third and final studio album,Reverse Psychology is the third and final studio album,10,1.4b
296,296,"The Portland Jazz Festival, now known as the Bi","The Portland Jazz Festival, now known as the Bi-Festival of Jazz, is a celebration of the music of the Pacific Northwest. The Jazz Festival is a celebration of the music of the Pacific Northwest. The Jazz Festival is a celebration of the music of the Pacific Northwest. The Jazz Festival is a celebration of the music of the Pacific Northwest. The Jazz Festival is a celebration of the music of the Pacific Northwest. The Jazz Festival is a celebration of the music of the Pacific Northwest. The Jazz Festival","The Portland Jazz Festival, now known as the Biamp PDX Jazz Festival, is an annual multi-venue series of over 100 jazz events held during the month of February.  Events are presented throughout Portland, Oregon in such venues as P5 Center for the Performing Arts, Jimmy Mak's (now closed), The Old Church, Classic Pianos, McMenamin's Al's Den, Aladdin Theater, Alberta Rose Theater, Alberta Abbey Theater, Revolution Hall, Mississippi Studios and other various ballrooms, clubs, hotels and cafés. The event is organized around a new theme each year including Coltrane at 90, Sinatra at 100, Tribute to Blue Note, The Jazz Message: Celebrating Art Blakey. The festival is produced by PDX Jazz, a 501(c)(3) not-for-profit organization.  The festival has featured such artists as Charles McPherson, Pharaoh Sanders, Dee Dee Bridgewater, Randy Weston, David Frishberg, Esperanza Spalding, Ravi Coltrane, Jim Hall, Nicholas Payton, Tom Grant, Wayne Shorter, Regina Carter, Morten Qvenild, Dianne Reeves, and McCoy Tyner.

References

External links
 

Category:Jazz festivals in the United States
Category:Festivals in Portland, Oregon
Category:2003 establishments in Oregon
Category:February events
Category:Annual events in Portland, Oregon
Category:Music festivals established in 2003",0,"The Portland Jazz Festival, now known as the Bi","The Portland Jazz Festival, now known as the Bi",10,1.4b
297,297,The Cyprus University of Technology (CUT) (,"The Cyprus University of Technology (CUT) (formerly known as the Cyprus Institute of Technology) is a leading provider of technical and scientific research and development services in the field of technology.

The CUT is a leading provider of technical and scientific research and development services in the field of technology. The CUT is a leading provider of technical and scientific research and development services in the field of technology. The CUT is a leading provider of technical and scientific research and development services in the field of","The Cyprus University of Technology (CUT) ( or ""ΤΕ.ΠΑ.Κ."", is a university established in 2004. Its first intake of students took place in the academic year 2007–08. The establishment of CUT is an attempt to fill in gaps that still exist within Cyprus' higher education by offering degrees in undergraduate and post graduate levels that are not offered by the University of Cyprus or by other higher education institutions.

It is based in Limassol, the second largest city in Cyprus. It was officially inaugurated in September 2007 by then-President of Cyprus, Tassos Papadopoulos.

University Rankings 

According to recent international rankings, Cyprus University of Technology is ranked:

 Among the top 300-350 Universities in the Times Higher Education World University Rankings 2018-2019

Faculties and Departments 
At present, the University consists of six faculties and a Language Center:
 Faculty of Geotechnical Sciences and Environmental Management
 Department of Agricultural Sciences, Biotechnology and Food Science
 Chemical Engineering Programme in collaboration with the Department of Engineering and Technology
 Faculty of Management and Economics
 Department of Hotel and Tourism Management 
 Department of Commerce, Finance and Shipping
 Interdisciplinary Management Programme 
 Faculty of Communication and Media Studies
 Department of Communication and Internet Studies
 Department of Public Communication 
 Faculty of Health Sciences
 Department of Nursing
 Department of Rehabilitation Sciences
 Cyprus International Institute for Environmental and Public Health
 Faculty of Fine and Applied Arts
 Department of Multimedia and Graphic Arts 
 Department of Fine Arts 
 Faculty of Engineering and Technology
 Department of Electrical Engineering, Computer Engineering and Informatics
 Department of Mechanical Engineering and Materials Science and Engineering
 Department of Civil Engineering and Geomatics
 Language Centre

References

Extern",0,The Cyprus University of Technology (CUT) (,The Cyprus University of Technology (CUT) (,10,1.4b
298,298,Somveer Sangwan is an Indian politician,"Somveer Sangwan is an Indian politician and a member of the Indian National Congress.

He was the first Indian to be elected to the Parliament of India.

He was the first Indian to be elected to the Parliament of India.

He was the first Indian to be elected to the Parliament of India.

He was the first Indian to be elected to the Parliament of India.

He was the first Indian to be elected to the Parliament of India.
","Somveer Sangwan is an Indian politician. He was elected to the Haryana Legislative Assembly from Dadri in the 2019 Haryana Legislative Assembly election as a member of the Independent candidate. Previously, he was associated to Bharatiya Janata Party.

References 

Category:1972 births
Category:Living people
Category:Members of the Haryana Legislative Assembly
Category:Bharatiya Janata Party politicians from Haryana
Category:Charkhi Dadri district

Category:Haryana MLAs 2019–",0,Somveer Sangwan is an Indian politician,Somveer Sangwan is an Indian politician,10,1.4b
299,299,Historic site or heritage site is an official location,"Historic site or heritage site is an official location for the purpose of establishing a permanent or permanent residence or permanent residence.

The site is located on the eastern edge of the city of Kraków, about 30 minutes from the city center. The site is located on the eastern edge of the city of Kraków, about 30 minutes from the city center. The site is located on the eastern edge of the city of Kraków, about 30 minutes from the city center. The site","Historic site or heritage site is an official location where pieces of political, military, cultural, or social history have been preserved due to their cultural heritage value. Historic sites are usually protected by law, and many have been recognized with the official national historic site status. A historic site may be any building, landscape, site or structure that is of local, regional, or national significance.

Historic site visitors
Historic sites and heritage sites are often maintained for members of the public to be able to visit. Visitors may come out of a sense of nostalgia for bygone eras, out of wishing to learn about their cultural heritage, or general interest in learning about the historical context of the site. Many sites offer guided tours for visitors, conducted by site staff who have been trained to offer an interpretation of life at the time the site represents. A site may also have a visitor center with more modern architecture and facilities, which serves as a gateway between the outside world and the historic site, and allows visitors to learn some of the historical aspects of the site without excessively exposing locations that may require delicate treatment.

See also 

Cultural property
Heritage centre
List of heritage registers
Memory space (social science)
National heritage site
World Heritage Site
National Historic Site of Canada
Listed building (United Kingdom)
National Historic Sites (United States)
Revolutionary Sites (North Korea)

References

Further reading",0,Historic site or heritage site is an official location,Historic site or heritage site is an official location,10,1.4b
300,300,"Lyla Berg (born March 15, 1951)","Lyla Berg (born March 15, 1951) is a retired American actress. She is best known for her role as the ""Tallest Man"" in the television series The Big Bang Theory. Berg was a member of the American Academy of Arts and Letters.

Early life and education
Berg was born in New York City, New York, and grew up in New York City. She attended the University of New York, where she graduated in 1961. Berg was a member of the","Lyla Berg (born March 15, 1951) is a Hawaiian Democratic politician. She was first elected to the Hawaii House of Representatives in 2004 representing the Kāhala area of Honolulu on Oahu. Berg was a Democratic candidate for Lieutenant Governor of Hawaii in the 2010 election.
She was attacked for having sponsored a resolution to designate an Islam Day in 2009; critics claimed that according to the Julian Calendar, the holiday celebrated the September 11 attacks. 
She lost in the primary to Brian Schatz.

References

Category:Members of the Hawaii House of Representatives
Category:Women state legislators in Hawaii
Category:People from Honolulu
Category:Hawaii Democrats
Category:Living people
Category:1951 births",2,"Lyla Berg (born March 15, 1951) is a","Lyla Berg (born March 15, 1951) is a",10,1.4b
301,301,The 2018–19 American Athletic Conference men's basketball,"The 2018–19 American Athletic Conference men's basketball team

The 2018–19 American Athletic Conference men's basketball team represented the University of North Carolina at Chapel Hill during the 2018–19 NCAA Division I men's basketball season. The 2018–19 American Athletic Conference men's basketball team represented the University of North Carolina at Chapel Hill during the 2018–19 NCAA Division I men's basketball season. The 2018–19 American Athletic Conference men's basketball team represented the University of North Carolina at Chapel Hill during","The 2018–19 American Athletic Conference men's basketball season began with practices in October 2018 followed by the start of the 2018–19 NCAA Division I men's basketball season in November. The conference held its media day in October 2018. Conference play began in December 2018 and concluded in March 2019.

Head coaches

Coaching changes 
UConn hired former Rhode Island and Wagner coach Dan Hurley after firing Kevin Ollie following his sixth season as head coach. 
Memphis fired Tubby Smith after 2 seasons and replaced him with alum Penny Hardaway. 
East Carolina head coach Jeff Lebo resigned 6 games into the 2017–18 season and was succeeded on an interim basis by assistant coach Michael Perry. After the season, the school hired former Florida Gulf Coast head coach Joe Dooley, who previously served as head coach of the team from 1995-99.

Coaches 

Notes:
 Overall and AAC records are from time at current school and are through the end of 2018–19 season. NCAA records include time at current school only.
 AAC records are only from 2018–19 season to present, prior conference records not included.

Preseason

Preseason Coaches Poll 
The American Coaches poll was released on October 15, 2018, with UCF predicted to finish first in the AAC.

Preseason All-AAC Teams

Regular season

Rankings

Conference Matrix 
This table summarizes the head-to-head results between teams in conference play. Each team will play 18 conference games: one game vs. four opponents and two games against seven opponents.

Player of the week
Throughout the regular season, the American Athletic Conference named a player and rookie of the week.

Honors and awards

All-AAC Awards and Teams
* Unanimous Selection

Postseason

2019 American Athletic Conference Men's Basketball Tournament

NCAA Tournament 

The winner of the AAC Tournament, Cincinnati, received the conference's automatic bid to the NCAA Tournament.

NIT 

Memphis and Wichita S",0,The 2018–19 American Athletic Conference men's basketball,The 2018–19 American Athletic Conference men's basketball,10,1.4b
302,302,Paul Chandrashekar Valthaty  (,"Paul Chandrashekar Valthaty  (  )
  (  )
  (  )
  (  )
  (  )
  (  )
  (  )
  (  )
  (  )
  (  )
  (  )
  (  )
  (  )
  (  )
  (  )
  (  )
  (  )
  (  )
  (","Paul Chandrashekar Valthaty  (born 7 December 1983) is a former Indian cricketer who played for Kings XI Punjab in the Indian Premier League. He had to retire from the sport after his eye injury. He is known for his knock of 120 runs in 63 balls against Chennai Super Kings.

Early years and personal life
Valthaty was born and raised in the Borivali district of Mumbai.

Valthaty was trained in Dilip Vengsarkar academy in Mumbai. He was then recommended by Vengsarkar to Andhra Cricket Association (ACA) president Mr. Chamundeswarnath.

Career

Early domestic career
Valthaty had a nondescript career till then, since making his way up the levels of age group cricket in Mumbai during the late 1990s. He made India's Under-19 squad to the 2002 World Cup in New Zealand with the likes of Irfan Pathan and Parthiv Patel where an injury to his eye in the game against Bangladesh halted his development. He couldn't make the breakthrough into senior cricket for years, and got just one opportunity for Mumbai, a one-dayer in 2006. There was no high-profile cricket for him for another few years, till Rajasthan Royals punted on him in the 2009 season, where he played a couple of matches. That earned him a place in Mumbai's Twenty20 side, and he turned in a few powerful performances for them, which led to a contract with Kings XI Punjab in 2011.

Indian Premier League
Paul Valthaty was picked by Kings XI Punjab as a backup to expensive international buys at a player auction in January. He was the opening batsmen for Kings XI Punjab, had an outstanding game in the 2011 Indian Premier League against the reigning champions Chennai Super Kings. Valthaty raced to 120 not out in 63 balls as the Kings XI Punjab chased down the mammoth 189-run target with six wickets and five balls to spare at Mohali. It was the first hundred of IPL 2011 and 13th overall and this century is his first fastest century. It remains the 9th highest IPL score ever, after, Chris Gayle's 175* & 128, Bren",0,Paul Chandrashekar Valthaty  (,Paul Chandrashekar Valthaty  (,10,1.4b
303,303,"Franklin Raymond ""Junie"" Stubbs","Franklin Raymond ""Junie"" Stubbs, a former member of the Stubbs family, was arrested in the early hours of June 30, 2010, after a Stubbs employee, who had been a Stubbs employee, had been arrested for the same offense.

Stubbs was arrested on June 30, 2010, after a Stubbs employee, who had been a Stubbs employee, had been arrested for the same offense. Stubbs was arrested on","Franklin Raymond ""Junie"" Stubbs, Jr. (July 12, 1909 – April 20, 1993) was an American ice hockey player who competed in the 1936 Winter Olympics.

In 1936 he was a member of the American ice hockey team, which won the bronze medal.

He graduated from Harvard University. He died in Melrose, Massachusetts.

References

External links
 
 profile

Category:1909 births
Category:1993 deaths
Category:American men's ice hockey forwards
Category:Boston Olympics players
Category:Ice hockey people from Massachusetts
Category:Ice hockey players at the 1936 Winter Olympics
Category:Medalists at the 1936 Winter Olympics
Category:Olympic bronze medalists for the United States in ice hockey
Category:Harvard Crimson men's ice hockey players",1,"Franklin Raymond ""Junie"" Stubbs,","Franklin Raymond ""Junie"" Stubbs,",10,1.4b
304,304,Union Episcopal Church and variations may refer to:,"Union Episcopal Church and variations may refer to:

History of Episcopal Church

Episcopal Church

Episcopal Church

Episcopal Church

Episcopal Church

Episcopal Church

Episcopal Church

Episcopal Church

Episcopal Church

Episcopal Church

Episcopal Church

Episcopal Church

Episcopal Church

Episcopal Church

Episcopal Church

Episcopal Church

Episcopal Church

Ep","Union Episcopal Church and variations may refer to:

Union Episcopal Church (Claremont, New Hampshire), listed on the NRHP in New Hampshire
St. Bartholomew's Episcopal Church (Montgomery, Vermont), formerly Union Episcopal Church, listed on the NRHP",2,"Union Episcopal Church and variations may refer to:

","Union Episcopal Church and variations may refer to:

",10,1.4b
305,305,is a Japanese politician serving his first term in the,"is a Japanese politician serving his first term in the House of Representatives.

He was a member of the House of Representatives from the House of Representatives from the House of Representatives from the House of Representatives from the House of Representatives from the House of Representatives from the House of Representatives from the House of Representatives from the House of Representatives from the House of Representatives from the House of Representatives from the House of Representatives from the House of Representatives from the House of Representatives from the House of Representatives from the House of Representatives","is a Japanese politician serving his first term in the House of Councillors representing the Miyagi at-large district. He was elected to the House in the July 2013 as a member of Your Party. Upon the party's dissolution in November 2014 he joined the Party for Future Generations. He was promoted to Secretary-General of the party in September 2015; the party changed its name to Party for Japanese Kokoro in December 2015. In November 2016 he left the party and joined the Liberal Democratic Party's parliamentary group, but did not officially join the LDP.

Wada graduated with a degree in political science from Keio University's Faculty of Law in 1997. Prior to entering politics he worked as an announcer for national broadcaster NHK from 1997 until 2013.

References

Category:1974 births
Category:Living people
Category:Politicians from Tokyo
Category:People from Koganei, Tokyo
Category:Keio University alumni
Category:Members of the House of Councillors (Japan)
Category:Your Party politicians
Category:Party for Future Generations politicians
Category:21st-century Japanese politicians",2,is a Japanese politician serving his first term in the House of,is a Japanese politician serving his first term in the House of,10,1.4b
306,306,Izabelin C is a village in the,"Izabelin C is a village in the district of Gmina Kęstów, within Kęstów County, Masovian Voivodeship, in the United States.

References

Category:Villages in Masovian Voivodeship
Category:Villages in Masovian Voivodeship
Category:Villages in Masovian Voivodeship
Category:Villages in Masovian Voivodeship
Category:Villages","Izabelin C is a village in the administrative district of Gmina Izabelin, within Warsaw West County, Masovian Voivodeship, in east-central Poland.

The village has a population of 1,500.

References

Izabelin C",0,Izabelin C is a village in the,Izabelin C is a village in the,10,1.4b
307,307,Kisielnica  is a village in,Kisielnica  is a village in the Kisielnica District of the Kisielnica District of the Kisielnica District of the Kisielnica District of the Kisielnica District of the Kisielnica District of the Kisielnica District of the Kisielnica District of the Kisielnica District of the Kisielnica District of the Kisielnica District of the K,"Kisielnica  is a village in the administrative district of Gmina Piątnica, within Łomża County, Podlaskie Voivodeship, in north-eastern Poland. It lies approximately  north of Piątnica,  north of Łomża, and  west of the regional capital Białystok.

References

Kisielnica",1,Kisielnica  is a village in the,Kisielnica  is a village in the,10,1.4b
308,308,"Emy Kat is a researcher, visual artist and","Emy Kat is a researcher, visual artist and author.

Kat is a freelance writer and photographer. She has been featured in the New York Times, the Washington Post, the Los Angeles Times, the Los Angeles Times, the Los Angeles Times, the Los Angeles Times, the Los Angeles Times, the Los Angeles Times, the Los Angeles Times, the Los Angeles Times, the Los Angeles Times, the Los Angeles Times, the Los Angeles Times, the Los Angeles Times, the Los Angeles Times","Emy Kat is a researcher, visual artist and photographer working in contemporary art and fine art photography

Career and life
Emy Kat was born in 1959, of a Middle Eastern descent.

He is contemporary photographer whose large body of work has been built over several decades. Developing a love for the medium at an early age, he started photography when his father gave him his first camera at age 12. He went on to refine his craft in USA and received a graduate degree in 1997 from the Brooks Institute of photography in Santa Barbara, California, (USA) with exceptional academic achievements and honors along with awards in Advertising and Creative Excellence.

Kat began his career in fashion photography, portraits, commercial advertising and has shifted in 2009 to Contemporary Art and Fine-art photography.

A Researcher and a photographer, Kat is best known for his explorations of culture and heritage as well as landscape and spiritual transformations.

In 2013, the artist has introduced a new technique in contemporary Art classified as a Post medium condition, It is a type of ""digital Collage"" Kat calls it ""Mental Spaces"", The art work deals with capturing a given space and connects several images taken from various angles to create one image, offering the viewer a chance to experience a given space from multiple angles in one gaze. ""This technique allows me to cover several dimensions of a space and to effectively sum up all the facts into a single visual. A sample of ""Mental Spaces"" by Emy Kat titled ""Indoors"" 2013

His work is included in a number of prominent private and public collections. His iconographic studies on the subject ""Femme"" describing her superiorities (Nude studies on Platinum) is a Permanent collection at BNF Bibliothèque nationale de France [2000]. The collection is under Reference number Ep-4001-Boîte pet. fol.(Collection Publiques).  His work from the project ""The Everlasting Now"" has been acquired by the British Museum [2017].

The arti",0,"Emy Kat is a researcher, visual artist and","Emy Kat is a researcher, visual artist and",10,1.4b
309,309,"Marko Sušac (born November 23,","Marko Sušac (born November 23, 1979), a retired professional footballer who played for the Czech Republic.

Career

Club

Club

Club

Club

Club

Club

Club

Club

Club

Club

Club

Club

Club

Club

Club

Club

Club

Club

Club

Club

Club

Club

Club

Club

","Marko Sušac (born November 23, 1988) is a Bosnian professional footballer who plays as a goalkeeper for First League of FBiH club Travnik.

Honours
Borac Banja Luka
Bosnian Cup: 2009–10

GOŠK Gabela
First League of FBiH: 2016–17

References

External links
Marko Sušac at Sofascore

Category:1988 births
Category:Living people
Category:Bosnia and Herzegovina footballers
Category:First League of the Federation of Bosnia and Herzegovina players
Category:NK Kamen Ingrad players
Category:NK Croatia Sesvete players
Category:NK Varaždin players
Category:NK Imotski players
Category:HŠK Zrinjski Mostar players
Category:FK Borac Banja Luka players
Category:NK GOŠK Gabela players
Category:Vasalunds IF players
Category:NK Metalleghe-BSI players
Category:NK Travnik players 
Category:Bosnia and Herzegovina youth international footballers
Category:Association football goalkeepers",0,"Marko Sušac (born November 23,","Marko Sušac (born November 23,",10,1.4b
310,310,Benedikt Stilling (11 February 1810,"Benedikt Stilling (11 February 1810)

Stilling (11 February 1810)

Stilling (11 February 1810)

Stilling (11 February 1810)

Stilling (11 February 1810)

Stilling (11 February 1810)

Stilling (11 February 1810)

Stilling (11 February 1810)

Stilling (11 February 1810)

Stilling (11 February 1810","Benedikt Stilling (11 February 1810 – 28 January 1879) was a German anatomist and surgeon who was a native of Kirchhain. He was the father of German ophthalmologist Jakob Stilling (1842–1915).

In 1832 he received his doctorate from the University of Marburg. Later he had a private practice in Kassel, and travelled extensively throughout Europe, particularly Paris, where he collaborated with physicians that included Claude Bernard (1813–1873), Jean-Martin Charcot (1825–1893) and Jean Zuléma Amussat (1796–1856).

Stilling made important contributions in the field of neurology. He performed research involving the structure of the cerebellum, as well as histological studies of the pons. In 1840 he made first mention of vasomotor nerves in a treatise titled Physiologisch-pathologische und medicinisch-praktische Untersuchungen über die Spinal-Irritation. Also, he is remembered for introducing a procedure of serial-section portrayal (thin slicing) of spinal cord specimens for histological study.

Stilling performed the first ovariotomy in Germany, using an extraperitoneal technique that minimized excessive internal bleeding. This procedure is explained in his paper, Geschichte einer Exstirpation eines krankhaft vergrösserten Ovariums.

Eponyms associated with Benedict Stilling 
 Stilling's canal: a small channel that runs through the vitreous humor between the optic disk nerve and the lens in the eye.
 Fleece of Stilling: a mesh of myelinated fibers surrounding the dentate nucleus of the cerebellum.

References
 Benedict Stilling @ Who Named It

External links
 

Category:1810 births
Category:1879 deaths
Category:People from Kirchhain
Category:German neurologists
Category:German surgeons",0,Benedikt Stilling (11 February 1810,Benedikt Stilling (11 February 1810,10,1.4b
311,311,Mrs. Theodore Atkinson Jr. is a portrait,"Mrs. Theodore Atkinson Jr. is a portrait of the late Mr. and Mrs. Theodore Atkinson.

The portrait was taken in the late 1920s. The portrait was taken in the early 1930s.

The portrait was taken in the early 1930s.

The portrait was taken in the early 1930s.

The portrait was taken in the early 1930s.

The portrait was taken in the early 1930s.

The portrait was taken in the","Mrs. Theodore Atkinson Jr. is a portrait painting by John Singleton Copley. Copley completed the painting in 1765. The painting is now housed in the Crystal Bridges Museum of American Art.

Subject
Frances Deering Wentworth (1745–1813) was born into a wealthy and well-connected family. Her parents were Samuel Wentworth and Elizabeth Deering. When she was a young teenager, she had fallen in love with her first cousin, John Wentworth. However, he was too invested in establishing his career, and he left America to go to London. In London he managed his family's business. Back in America, Frances was 16 and fell in love with another one of her first cousins, Theodore Atkinson. They wed on May 13, 1762 and moved into their new home in 1765 in Portsmouth. During this time, Theodore commissioned John Singleton Copley to paint a portrait of his wife to display in their home.  

In 1767, John Wentworth made his triumphant return to the American colonies. He was well-established and was now the governor of New Hampshire. Theodore had been in poor health for quite some time and it was rumored that Frances and John, both still in love, were having an affair. Theodore died on October 28, 1769, and a burial followed. Fueling the rumors, Frances and John wed the week following Theodore's death. At the time, Frances wedding shortly after her husband's death was the talk of the town and continued to be for some time. In Harriett Elizabeth Prescott Spofford's 1871 book New England Legends, she wrote:  
“On one day Theodore breathed his last. His burial took place on the following Wednesday; by the Governor’s order all the bells in town were tolled, flags were hung at half-mast, and minute-guns were fired from the fort and from the ships-of-war in the harbor.  On Sunday the weeping widow, clad in crapes, listened in church to the funeral eulogies; on Monday her affliction was mitigated; on Tuesday all the fingers of the seamstresses of the count",0,Mrs. Theodore Atkinson Jr. is a portrait,Mrs. Theodore Atkinson Jr. is a portrait,10,1.4b
312,312,Leurorthoceras is a genus of flattened,"Leurorthoceras is a genus of flattened, unbranched, unbranched, unbranched, unbranched, unbranched, unbranched, unbranched, unbranched, unbranched, unbranched, unbranched, unbranched, unbranched, unbranched, unbranched, unbranched, unbranched, unbranched","Leurorthoceras is a genus of flattened actinoceratids with a siphuncle narrower than in Actinoceras, segments of which tend to become longer in the mature parts of the phragmocone, the chambered part of the shell. This fossil is known from the Middle Ordovician of North America, Europe, and Siberia.

References

Category:Prehistoric nautiloid genera
Category:Paleozoic life of Nunavut
Category:Ordovician cephalopods of North America
Category:Ordovician cephalopods of Europe",0,Leurorthoceras is a genus of flattened,Leurorthoceras is a genus of flattened,10,1.4b
313,313,"John Leonard Strauss (April 28, 1920 –","John Leonard Strauss (April 28, 1920 – May 1, 2013) was an American-born American businessman, businessman, and businessman. He was a member of the American Chamber of Commerce and a member of the American Chamber of Commerce. He was a member of the American Chamber of Commerce and a member of the American Chamber of Commerce. He was a member of the American Chamber of Commerce and a member of the American Chamber of Commerce. He was a member of the American Chamber of Commerce and a","John Leonard Strauss (April 28, 1920 – February 14, 2011) was an American television and film composer and music editor. Strauss co-wrote the theme song for the NBC television series, Car 54, Where Are You?, with Nat Hiken. He also won a Grammy Award for his work as the producer of the soundtrack for the 1984 film, Amadeus. He also frequently collaborated with director Woody Allen in his films, including Take the Money and Run in 1969 and Everything You Always Wanted to Know About Sex* (*But Were Afraid to Ask) in 1972.

Strauss was born in New York City. He served in the United States Army in both North Africa and France during World War II. He studied at Yale University with Paul Hindemith following the end of the war.

In addition to co-writing the theme song for the TV sitcom Car 54, Where Are You?, Strauss won an Emmy Award in sound editing for his work on the 1978 television movie, The Amazing Howard Hughes.
 He also wrote the theme song for The Phil Silvers Show. Strauss appeared briefly as an orchestra conductor in the film Amadeus.

Strauss married actress Charlotte Rae on November 4, 1951, but the marriage ended in divorce in 1976 when he came out as bisexual. The couple had two sons, Larry and Andrew. Strauss' partner, Lionel Friedman, died in 2003.

A longtime resident of Los Angeles, Strauss died in that city on February 14, 2011, of Parkinson's disease, at the age of 90.

References

External links

New York in Ten Hours for two pianos, by John Strauss at YouTube (performed by Strauss and Jascha Zayde)

Category:1920 births
Category:2011 deaths
Category:American film score composers
Category:Deaths from Parkinson's disease
Category:Male film score composers
Category:Grammy Award winners
Category:Emmy Award winners
Category:Bisexual musicians
Category:Musicians from Los Angeles
Category:LGBT musicians from the United States
Category:American military personnel of World War II",0,"John Leonard Strauss (April 28, 1920 –","John Leonard Strauss (April 28, 1920 –",10,1.4b
314,314,Cirilo Guainora   is a correg,"Cirilo Guainora   is a corregidor in the United States.  He is also a member of the American Legion.

References

External links

Category:19th-century American politicians
Category:American people of Spanish descent
Category:American people of Spanish descent
Category:American people of Spanish descent
Category:American people of Spanish descent
Category:American people of Spanish descent
Category:American people of Spanish descent
Category:American people of Spanish descent","Cirilo Guainora   is a corregimiento in Cémaco District, Comarca Emberá, Panama with a population of 8,703 as of 2010. It is the seat of Cémaco District. It was created by Law 22 of November 8, 1983. Its population as of 1990 was 1,428; its population as of 2000 was 2,015.

References

Category:Populated places in Comarca Emberá-Wounaan
Category:Corregimientos of Comarca Emberá-Wounaan",0,Cirilo Guainora   is a correg,Cirilo Guainora   is a correg,10,1.4b
315,315,This page contains a list of power stations in Colombia,"This page contains a list of power stations in Colombia.

Power stations

Power stations are located in Colombia.

See also
List of power stations in Colombia

References

External links

Category:Power stations in Colombia
Category:Power stations in Colombia
Category:Power stations in Colombia
Category:Power stations in Colombia
Category:Power stations in Colombia
Category:Power stations in Colombia
Category:Power stations in Colombia
Category:Power stations in Colombia
","This page contains a list of power stations in Colombia. Hydroelectric power accounts for 70 percent of Colombia's generating capacity.

Coal
http://www.industcards.com/st-coal-colombia.htm

In service

Gas
https://web.archive.org/web/20140413193146/http://www.industcards.com/cc-colombia.htm

Hydroelectric

In service

Proposed or Under Construction

See also 

 List of power stations in South America
 List of largest power stations in the world

References

Colombia
*
Power stations",1,This page contains a list of power stations in Colombia.,This page contains a list of power stations in Colombia.,10,1.4b
316,316,"Fiumelatte may refer to:

 F","Fiumelatte may refer to:

 Fiumelatte, a French name meaning ""fountain of life"", a mountain of the earth,
 Fiumelatte, a French name meaning ""fountain of life"", a mountain of the earth,
 Fiumelatte, a French name meaning ""fountain of life"", a mountain of the earth,
 Fiumelatte, a French name meaning ""fountain of life"", a mountain of the earth,
 Fiumel","Fiumelatte may refer to:

 Fiumelatte (river)
 Fiumelatte (Varenna), frazione of Varenna, Italy",3,"Fiumelatte may refer to:

 Fiumelatte","Fiumelatte may refer to:

 Fiumelatte",10,1.4b
317,317,The FMW Women's Championship (or the FM,The FMW Women's Championship (or the FMW Women's Championship) is a women's national women's national women's national women's national women's national women's national women's national women's national women's national women's national women's national women's national women's national women's national women's national women's national women's national women's national women's national women's national women's national women's national women's national women's national women's national women's national women's national women's,"The FMW Women's Championship (or the FMW Independent Women's & WWA Women's Championship) was two Japanese women's professional wrestling championships (WWA World Women's Championship and FMW Independent World Women's Championship) contested in the promotion Frontier Martial-Arts Wrestling (FMW). During the heyday of FMW, the female wrestlers wrestled in the same types of bloody death matches as the FMW men, and were feared by other Japanese female wrestlers for their toughness and intensity.

Title history

Names

Reigns

Combined reigns

References

Category:Frontier Martial-Arts Wrestling championships
Category:Women's professional wrestling championships",1,The FMW Women's Championship (or the FMW,The FMW Women's Championship (or the FMW,10,1.4b
